datetime|cpu
2017-10-19 00:00:04|0.6359999999999999
2017-10-19 03:35:17|4.296
2017-10-19 03:50:18|1.8840000000000001
2017-10-19 04:05:19|1.9860000000000002
2017-10-19 04:35:19|1.3739999999999997
2017-10-19 08:21:03|0.75
2017-10-19 08:56:04|1.614
2017-10-19 10:01:06|1.308
2017-10-19 11:41:08|0.8819999999999999
2017-10-19 15:06:11|0.654
2017-10-19 17:11:14|1.3020000000000003
2017-10-19 17:41:14|1.038
2017-10-19 22:26:18|0.42599999999999993
2017-10-19 23:01:19|0.708
2017-10-02 01:35:12|1.068
2017-10-02 02:15:14|0.956
2017-10-02 02:25:14|0.7959999999999999
2017-10-02 02:30:14|0.56
2017-10-02 04:15:17|0.384
2017-10-02 05:00:17|0.40399999999999997
2017-10-02 05:10:23|4.0
2017-10-02 05:15:28|4.0
2017-10-02 06:40:54|1.4040000000000001
2017-10-02 07:40:56|0.9520000000000001
2017-10-02 07:50:56|0.3
2017-10-02 08:10:57|0.72
2017-10-02 08:40:58|1.368
2017-10-02 09:56:01|0.644
2017-10-02 10:31:03|1.068
2017-10-02 12:06:10|0.572
2017-10-02 12:11:10|0.36
2017-10-02 12:41:10|0.34
2017-10-02 13:31:12|0.24
2017-10-02 13:46:12|0.276
2017-10-02 15:31:14|0.288
2017-10-02 15:36:14|0.344
2017-10-02 15:51:15|0.62
2017-10-02 16:51:18|1.22
2017-10-02 17:31:19|0.22
2017-10-02 17:36:19|0.22399999999999998
2017-10-02 19:16:22|0.228
2017-10-02 19:46:22|0.228
2017-10-02 22:01:26|0.212
2017-10-02 22:41:26|0.212
2017-10-02 23:16:27|0.21600000000000003
2017-10-20 00:00:04|0.5940000000000001
2017-10-20 00:20:07|3.3720000000000003
2017-10-20 00:55:07|0.44400000000000006
2017-10-20 02:05:10|6.0
2017-10-20 02:15:13|1.9020000000000001
2017-10-20 02:45:15|4.458000000000001
2017-10-20 02:50:16|4.4639999999999995
2017-10-20 03:55:19|0.45599999999999996
2017-10-20 06:35:39|1.5360000000000003
2017-10-20 06:55:40|1.764
2017-10-20 07:30:41|1.68
2017-10-20 08:10:42|0.93
2017-10-20 08:25:42|2.2560000000000002
2017-10-20 09:45:47|1.5299999999999998
2017-10-20 12:20:51|0.43200000000000005
2017-10-20 13:00:51|1.296
2017-10-20 13:05:52|5.087999999999999
2017-10-20 13:40:53|1.092
2017-10-20 14:00:53|1.1280000000000001
2017-10-20 15:10:54|0.9960000000000001
2017-10-20 15:45:55|0.5219999999999999
2017-10-20 16:55:55|0.57
2017-10-20 17:15:56|0.474
2017-10-20 17:35:56|0.6240000000000001
2017-10-20 18:05:57|0.5459999999999999
2017-10-20 18:10:57|1.056
2017-10-20 19:30:58|0.414
2017-10-20 19:45:58|0.48
2017-10-20 20:25:59|0.44400000000000006
2017-10-20 21:15:59|0.43199999999999994
2017-10-20 21:25:59|0.408
2017-10-20 21:30:59|0.42599999999999993
2017-10-20 21:40:59|1.068
2017-10-20 22:26:00|0.43199999999999994
2017-10-20 23:56:02|0.504
2017-10-21 02:15:10|1.014
2017-10-21 02:40:11|3.8640000000000003
2017-10-21 03:40:15|4.367999999999999
2017-10-21 03:50:15|2.694
2017-10-21 04:15:16|1.74
2017-10-21 04:55:16|1.266
2017-10-21 05:40:19|3.234
2017-10-21 07:00:27|0.43199999999999994
2017-10-21 07:25:27|0.45
2017-10-21 10:10:30|1.4040000000000001
2017-10-21 10:15:31|1.4340000000000002
2017-10-21 11:05:32|0.468
2017-10-21 11:35:32|0.7619999999999999
2017-10-21 11:50:32|0.468
2017-10-21 14:30:34|0.45
2017-10-21 15:50:35|0.44400000000000006
2017-10-21 16:20:36|0.534
2017-10-21 16:35:36|0.462
2017-10-21 16:40:36|1.026
2017-10-21 17:05:36|0.7619999999999999
2017-10-21 17:15:36|0.5219999999999999
2017-10-21 17:45:37|0.7980000000000002
2017-10-21 19:35:38|0.462
2017-10-21 22:20:40|1.0320000000000003
2017-10-21 23:40:41|0.43200000000000005
2017-10-22 00:40:07|0.6419999999999999
2017-10-22 01:25:07|0.8759999999999999
2017-10-22 01:35:08|1.47
2017-10-22 03:10:13|4.332000000000001
2017-10-22 04:15:17|1.5119999999999998
2017-10-22 04:50:17|0.42599999999999993
2017-10-22 05:15:35|6.0
2017-10-22 05:51:23|1.17
2017-10-22 06:51:23|0.414
2017-10-22 10:11:26|1.3679999999999999
2017-10-22 11:11:27|1.3499999999999996
2017-10-22 12:21:27|0.46199999999999997
2017-10-22 12:51:28|0.5159999999999999
2017-10-22 13:01:28|1.8839999999999997
2017-10-22 13:06:28|5.117999999999999
2017-10-22 13:21:29|0.45
2017-10-22 14:36:30|0.47400000000000003
2017-10-22 15:21:30|0.45
2017-10-22 17:56:32|0.45
2017-10-22 18:06:32|0.5159999999999999
2017-10-22 18:26:33|0.43200000000000005
2017-10-22 18:41:33|0.9840000000000001
2017-10-22 19:01:33|0.43200000000000005
2017-10-22 19:41:34|0.954
2017-10-22 21:26:35|0.43800000000000006
2017-10-22 22:01:35|0.42599999999999993
2017-10-22 22:16:36|0.43799999999999994
2017-10-22 22:21:36|0.43800000000000006
2017-10-22 23:11:36|1.35
2017-10-22 23:56:36|0.42
2017-10-22 01:05:07|4.494
2017-10-22 02:15:09|4.932
2017-10-22 02:50:12|4.674
2017-10-22 04:30:17|1.2719999999999998
2017-10-22 04:45:17|0.49800000000000005
2017-10-22 05:20:38|6.0
2017-10-22 06:01:23|0.7439999999999999
2017-10-22 06:36:23|0.534
2017-10-22 06:41:23|2.19
2017-10-22 08:21:25|0.31799999999999995
2017-10-22 09:01:25|0.654
2017-10-22 09:31:25|0.75
2017-10-22 10:01:26|0.43800000000000006
2017-10-22 10:16:26|1.9380000000000002
2017-10-22 10:26:26|0.42599999999999993
2017-10-22 10:46:26|0.48599999999999993
2017-10-22 12:06:27|0.48599999999999993
2017-10-22 12:26:27|0.534
2017-10-22 15:36:30|0.8219999999999998
2017-10-22 15:41:30|1.038
2017-10-22 16:01:30|0.42599999999999993
2017-10-22 16:21:31|0.43800000000000006
2017-10-22 16:26:31|0.43800000000000006
2017-10-22 16:56:31|0.45
2017-10-22 17:06:32|0.6719999999999999
2017-10-22 17:21:32|0.444
2017-10-22 17:31:32|0.44400000000000006
2017-10-22 19:11:34|0.96
2017-10-22 19:16:34|0.45
2017-10-22 19:56:34|0.42
2017-10-22 20:41:34|1.308
2017-10-22 21:01:34|0.42
2017-10-22 21:31:35|0.414
2017-10-22 23:46:36|0.43799999999999994
2017-10-22 00:45:07|0.8640000000000001
2017-10-22 01:20:07|0.66
2017-10-22 01:55:08|0.534
2017-10-22 04:25:17|1.29
2017-10-22 11:56:27|0.46199999999999997
2017-10-22 16:31:31|0.42599999999999993
2017-10-22 19:06:33|0.57
2017-10-22 20:26:34|0.42599999999999993
2017-10-22 22:06:35|0.558
2017-10-22 23:26:36|0.42599999999999993
2017-10-23 01:15:08|1.95
2017-10-23 02:20:13|3.0179999999999993
2017-10-23 02:25:13|4.416
2017-10-23 02:55:15|4.5120000000000005
2017-10-23 04:05:20|2.5860000000000003
2017-10-23 04:35:21|1.3019999999999998
2017-10-23 05:10:26|6.0
2017-10-23 05:20:31|6.0
2017-10-23 06:30:38|0.6480000000000001
2017-10-23 06:45:38|0.8759999999999999
2017-10-23 07:25:39|0.19799999999999998
2017-10-23 07:35:39|1.7160000000000002
2017-10-23 09:40:42|1.788
2017-10-23 10:15:42|1.026
2017-10-23 11:05:43|0.54
2017-10-23 12:00:44|0.54
2017-10-23 14:10:49|1.0320000000000003
2017-10-23 15:25:50|0.57
2017-10-24 00:30:08|1.71
2017-10-24 00:55:08|0.48599999999999993
2017-10-24 01:05:09|4.464
2017-10-24 01:50:10|0.7439999999999999
2017-10-24 02:30:12|4.596
2017-10-24 02:45:13|4.188
2017-10-24 02:50:13|4.356
2017-10-24 03:05:14|5.37
2017-10-24 03:55:17|1.6680000000000001
2017-10-24 04:00:17|1.7520000000000002
2017-10-24 04:05:18|2.6820000000000004
2017-10-24 04:25:18|1.3860000000000001
2017-10-24 05:10:25|6.0
2017-10-24 05:15:29|6.0
2017-10-24 05:51:07|0.582
2017-10-24 06:06:08|0.672
